,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,total_polls,touched_polls,trial_aborted,trial_duration
638,638,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047758.885042,125,0,1,1,1,0.0,0.8,0.7493219375610352,0.0,15,12,0,7.232877016067505
639,639,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047769.684766,112,0,1,1,1,0.0,0.9333333333333333,0.7488350868225098,0.0,15,14,0,6.982426166534424
640,640,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047782.750377,253,0,1,-1,-1,0.15,0.7857142857142857,0.7498257160186768,1.0,14,11,0,8.982728958129883
641,641,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047793.566106,131,0,1,-1,-1,0.15,1.0,0.7501130104064941,1.0,6,6,0,4.3157360553741455
642,642,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047801.116122,108,0,1,-1,-1,0.15,0.8,0.7496650218963623,1.0,5,4,0,3.5833561420440674
643,643,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047808.6486552,130,0,1,-1,-1,0.15,0.8888888888888888,0.7495632171630859,1.0,9,8,0,5.316151142120361
644,644,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047817.664469,131,1,0,-1,-1,0.15,1.0,0.7486610412597656,1.0,1,1,0,2.7325711250305176
645,645,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047823.5976179,108,0,1,-1,-1,0.15,1.0,0.7500820159912109,1.0,5,5,0,3.600364923477173
646,646,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047830.77987,107,0,1,-1,-1,0.15,0.8,0.7496693134307861,1.0,10,8,0,5.2170281410217285
647,647,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047839.6622632,108,0,1,-1,-1,0.15,1.0,0.7486028671264648,1.0,1,1,0,2.2324130535125732
648,648,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047845.745685,126,1,0,-1,-1,0.15,0.5,0.7499237060546875,1.0,2,1,0,2.867217779159546
649,649,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047853.245277,189,1,0,-1,-1,0.15,0.75,0.7496798038482666,1.0,4,3,0,4.633621692657471
650,650,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047860.21085,110,0,1,-1,-1,0.0,0.6666666666666666,0.7493381500244141,0.0,15,10,0,6.932318925857544
651,651,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047871.010912,117,0,1,-1,-1,0.0,0.8666666666666667,0.7487351894378662,0.0,15,13,0,7.148909091949463
652,652,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671047882.743815,167,0,1,1,-1,0.15,0.6923076923076923,0.749741792678833,1.0,13,9,0,7.216278076171875
653,653,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047897.4092789,387,0,1,1,1,0.15,1.0,0.7498466968536377,1.0,1,1,0,6.950585842132568
654,654,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047903.8086772,129,0,1,1,1,0.15,1.0,0.7502739429473877,1.0,1,1,0,2.584967851638794
655,655,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047909.64098,110,0,1,1,1,0.15,1.0,0.7496342658996582,1.0,3,3,0,2.9343550205230713
656,656,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047918.2745962,238,1,0,1,1,0.15,1.0,0.7495408058166504,1.0,1,1,0,4.450776100158691
657,657,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047925.090539,160,0,1,1,1,0.15,0.6666666666666666,0.7496821880340576,0.0,15,10,0,7.782812833786011
658,658,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047936.139313,130,1,0,1,1,0.15,0.5,0.7489919662475586,1.0,10,5,0,5.599823236465454
659,659,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047945.0723772,108,1,0,1,1,0.15,1.0,0.7493500709533691,1.0,2,2,0,2.567636013031006
660,660,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047952.2716942,171,0,1,1,1,0.15,1.0,0.7504892349243164,1.0,5,5,0,4.666394233703613
661,661,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047961.304354,216,1,0,1,1,0.15,0.75,0.749025821685791,1.0,4,3,0,5.08299994468689
662,662,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047968.603703,128,0,1,1,1,0.15,0.8,0.7495160102844238,1.0,10,8,0,5.616146087646484
663,663,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047977.9365819,130,1,0,1,1,0.15,1.0,0.750072717666626,1.0,1,1,0,2.6343166828155518
664,664,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047983.9196548,118,1,0,1,1,0.15,0.8,0.7498221397399902,0.0,15,12,0,7.266487121582031
665,665,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047995.552072,154,1,0,1,1,0.15,0.7333333333333333,0.7496488094329834,0.0,15,11,0,7.715897798538208
666,666,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048006.868108,144,0,1,-1,-1,0.0,0.8,0.7490861415863037,0.0,15,12,0,7.698858022689819
667,667,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048017.7340539,107,0,1,-1,-1,0.0,0.7333333333333333,0.7494211196899414,0.0,15,11,0,7.083317041397095
668,668,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048028.5988748,110,0,1,-1,-1,0.0,0.8,0.7490799427032471,0.0,15,12,0,6.948920965194702
669,669,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048046.48195,542,1,0,1,1,0.15,0.3333333333333333,0.7498781681060791,1.0,6,2,0,11.150589942932129
670,670,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048054.498125,116,1,0,1,1,0.0,0.8,0.7495651245117188,0.0,15,12,0,7.033251047134399
671,671,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048066.030248,161,0,1,1,1,0.0,0.8,0.7496199607849121,0.0,15,12,0,7.800239086151123
672,672,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671048076.88078,116,0,1,1,-1,0.0,0.8,0.7491493225097656,0.0,15,12,0,7.033348083496094
673,673,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048088.3456252,158,0,1,1,1,0.0,0.9333333333333333,0.7494781017303467,0.0,15,14,0,7.733002185821533
674,674,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671048103.1460748,355,1,0,1,-1,0.0,0.6,0.74977707862854,0.0,15,9,0,11.234248876571655
675,675,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048114.627274,134,0,1,-1,-1,0.15,1.0,0.749884843826294,1.0,7,7,0,4.69983983039856
676,676,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048126.0428941,319,1,0,-1,-1,0.15,0.5555555555555556,0.7496459484100342,1.0,9,5,0,8.466893911361694
677,677,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048134.87612,111,0,1,-1,-1,0.15,0.8666666666666667,0.7499358654022217,1.0,15,13,0,6.966444969177246
678,678,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048146.20804,147,1,0,-1,-1,0.15,0.6428571428571429,0.7498912811279297,1.0,14,9,0,7.250817060470581
679,679,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048158.6077151,230,1,0,-1,-1,0.15,1.0,0.7493588924407959,1.0,2,2,0,4.599586009979248
680,680,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048164.823377,108,0,1,-1,-1,0.15,1.0,0.749863862991333,1.0,10,10,0,5.3006908893585205
681,681,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048173.9061089,113,0,1,-1,-1,0.0,0.8666666666666667,0.7498800754547119,0.0,15,13,0,6.983560085296631
682,682,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671048188.473311,343,1,0,1,-1,0.15,0.6666666666666666,0.7494196891784668,1.0,15,10,0,10.900859832763672
683,683,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048199.455343,112,0,1,1,1,0.15,1.0,0.749765157699585,1.0,4,4,0,3.300246000289917
684,684,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048206.321147,110,1,0,1,1,0.15,1.0,0.7494311332702637,1.0,1,1,0,2.316761016845703
685,685,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048212.286902,116,1,0,1,1,0.15,1.0,0.7491259574890137,1.0,6,6,0,4.033535957336426
686,686,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048219.9196942,116,0,1,1,1,0.15,0.8181818181818182,0.7500290870666504,1.0,11,9,0,5.766988039016724
687,687,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048229.386536,116,1,0,1,1,0.15,1.0,0.7499151229858398,1.0,1,1,0,2.3667140007019043
688,688,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048235.735759,143,0,1,1,1,0.15,1.0,0.7497808933258057,1.0,3,3,0,3.4841079711914062
689,689,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048242.2681322,110,1,0,1,1,0.15,0.7333333333333333,0.7497210502624512,0.0,15,11,0,7.149656057357788
690,690,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048254.067436,165,1,0,1,1,0.15,0.6666666666666666,0.7502059936523438,1.0,12,8,0,6.85039496421814
691,691,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048263.749975,110,1,0,1,1,0.15,0.6,0.7489290237426758,0.0,15,9,0,6.933042764663696
692,692,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671048274.4169128,108,0,1,-1,1,0.0,0.6666666666666666,0.7499217987060547,0.0,15,10,0,7.116438150405884
693,693,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048286.8319921,202,0,1,1,1,0.15,1.0,0.7507178783416748,1.0,8,8,0,6.134814023971558
694,694,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048295.2979069,119,1,0,1,1,0.0,0.9333333333333333,0.7500021457672119,0.0,15,14,0,7.1171441078186035
695,695,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671048305.998183,110,0,1,1,-1,0.0,0.8666666666666667,0.7496821880340576,0.0,15,13,0,6.966180324554443
696,696,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671048316.913943,122,1,0,-1,1,0.15,0.5333333333333333,0.7503669261932373,0.0,15,8,0,7.149204969406128
697,697,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048327.812754,121,1,0,-1,-1,0.15,0.6153846153846154,0.7492179870605469,1.0,13,8,0,6.465943098068237
698,698,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048337.878227,114,0,1,-1,-1,0.15,0.5,0.7496037483215332,1.0,2,1,0,2.666733741760254
699,699,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048344.278373,123,1,0,-1,-1,0.15,0.625,0.7505600452423096,1.0,8,5,0,4.867961883544922
700,700,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048352.743655,118,1,0,-1,-1,0.15,0.8,0.7496311664581299,1.0,5,4,0,3.7339110374450684
701,701,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048360.110512,119,1,0,-1,-1,0.15,0.5,0.7497580051422119,1.0,2,1,0,2.749605894088745
702,702,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048366.5092428,125,1,0,-1,-1,0.15,0.9166666666666666,0.7496809959411621,1.0,12,11,0,6.182467937469482
703,703,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048376.4260612,125,0,1,-1,-1,0.15,0.7333333333333333,0.7491347789764404,0.0,15,11,0,7.199504852294922
704,704,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048388.490966,192,1,0,-1,-1,0.15,0.6666666666666666,0.7494149208068848,0.0,15,10,0,8.333781003952026
705,705,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048401.890572,266,0,1,1,1,0.0,0.7333333333333333,0.7498869895935059,0.0,15,11,0,9.749730825424194
706,706,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048414.172725,186,1,0,1,1,0.0,0.7333333333333333,0.7491109371185303,0.0,15,11,0,8.216740846633911
707,707,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048424.989702,113,1,0,1,1,0.15,0.6363636363636364,0.7494449615478516,1.0,11,7,0,5.66576075553894
708,708,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048434.355423,114,1,0,1,1,0.15,0.6923076923076923,0.7495510578155518,1.0,13,9,0,6.333445072174072
709,709,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048444.320713,109,0,1,1,1,0.15,0.875,0.7496869564056396,1.0,8,7,0,4.584178924560547
710,710,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048452.620768,112,1,0,1,1,0.15,0.7333333333333333,0.7500059604644775,0.0,15,11,0,7.000003099441528
711,711,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048464.20274,161,0,1,1,1,0.15,0.6666666666666666,0.7497000694274902,1.0,3,2,0,3.8179707527160645
712,712,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048470.7524202,108,0,1,1,1,0.15,0.7333333333333333,0.7497658729553223,1.0,15,11,0,6.950425148010254
713,713,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048483.434745,227,0,1,1,1,0.15,0.8,0.7497739791870117,0.0,15,12,0,8.884082794189453
714,714,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048495.283777,174,0,1,1,1,0.15,1.0,0.7502079010009766,1.0,1,1,0,3.384464979171753
715,715,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048501.183467,108,1,0,1,1,0.15,0.7857142857142857,0.7497138977050781,1.0,14,11,0,6.58440089225769
716,716,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048511.7825239,126,0,1,1,1,0.15,0.6666666666666666,0.7500560283660889,1.0,6,4,0,4.199771881103516
717,717,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048519.565888,123,0,1,1,1,0.15,0.6363636363636364,0.7498149871826172,1.0,11,7,0,5.816794157028198
718,718,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048555.030313,305,1,0,1,1,0.15,0.5454545454545454,0.7495689392089844,1.0,11,6,0,8.849924802780151
719,719,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048564.612704,118,1,0,1,1,0.15,1.0,0.7496902942657471,1.0,1,1,0,2.417950391769409
720,720,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048570.5790908,116,1,0,1,1,0.15,0.3333333333333333,0.750432014465332,1.0,3,1,0,3.150475025177002
721,721,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048577.2281442,113,0,1,1,1,0.15,0.8,0.750014066696167,1.0,15,12,0,7.015658140182495
722,722,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048587.927336,109,1,0,1,1,0.0,0.8666666666666667,0.7495439052581787,0.0,15,13,0,6.983627080917358
723,723,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048598.776481,115,0,1,1,1,0.0,0.8,0.7499489784240723,0.0,15,12,0,7.217061996459961
724,724,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671048621.476939,817,0,1,-1,1,0.15,0.6666666666666666,0.7508339881896973,1.0,3,2,0,14.732451915740967
725,725,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671048628.975622,136,1,0,1,-1,0.0,0.6666666666666666,0.7496590614318848,0.0,15,10,0,7.367037296295166
726,726,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671048639.841883,120,1,0,-1,1,0.15,0.6666666666666666,0.7500288486480713,1.0,6,4,0,4.117009878158569
727,727,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048647.406833,109,1,0,-1,-1,0.15,0.7777777777777778,0.7499499320983887,1.0,9,7,0,5.01637601852417
728,728,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048656.089511,109,1,0,-1,-1,0.15,1.0,0.7488539218902588,1.0,2,2,0,2.583096742630005
729,729,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048662.372742,117,0,1,-1,-1,0.15,0.8333333333333334,0.7498629093170166,1.0,6,5,0,4.049108028411865
730,730,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048669.905136,107,0,1,-1,-1,0.15,1.0,0.7652220726013184,1.0,1,1,0,2.232753038406372
731,731,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048675.787819,114,0,1,-1,-1,0.15,0.6666666666666666,0.7499451637268066,1.0,3,2,0,2.9999454021453857
732,732,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048683.0047932,152,0,1,-1,-1,0.15,0.6666666666666666,0.7502899169921875,1.0,6,4,0,4.6337361335754395
733,733,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671048695.7385821,419,1,0,1,-1,0.0,0.7333333333333333,0.7494559288024902,0.0,15,11,0,12.099106788635254
734,734,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048706.6524348,110,1,0,1,1,0.0,0.6,0.7495331764221191,0.0,15,9,0,7.133311986923218
735,735,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671048719.419381,222,0,1,-1,1,0.0,0.9333333333333333,0.7489969730377197,0.0,15,14,0,9.014689922332764
736,736,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671048730.352075,107,0,1,-1,1,0.0,0.7333333333333333,0.7504549026489258,0.0,15,11,0,6.917006015777588
737,737,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048789.746634,282,0,1,1,1,0.15,1.0,0.7494940757751465,1.0,5,5,0,6.533205032348633
738,738,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048797.796272,149,0,1,1,1,0.15,1.0,0.7498188018798828,1.0,3,3,0,3.616518974304199
739,739,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048804.5625532,122,1,0,1,1,0.15,0.7692307692307693,0.7500357627868652,1.0,13,10,0,6.4996068477630615
740,740,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048814.6784692,115,1,0,1,1,0.15,0.5333333333333333,0.7496998310089111,0.0,15,8,0,7.083785057067871
741,741,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048826.927449,200,1,0,1,1,0.15,1.0,0.7506279945373535,1.0,1,1,0,3.783959150314331
742,742,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048832.794119,109,0,1,1,1,0.15,1.0,0.7504241466522217,1.0,7,7,0,4.250619173049927
743,743,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048841.010116,129,1,0,1,1,0.15,0.6666666666666666,0.7500326633453369,1.0,3,2,0,3.2509517669677734
744,744,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048847.576187,113,1,0,1,1,0.15,1.0,0.7494399547576904,1.0,3,3,0,2.983696937561035
745,745,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671048854.525686,136,1,0,1,1,0.15,0.8333333333333334,0.7501521110534668,1.0,12,10,0,6.432556867599487
746,746,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048865.074653,159,0,1,1,1,0.0,0.6666666666666666,0.74906325340271,0.0,15,10,0,7.948841094970703
747,747,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048877.940585,226,0,1,1,1,0.0,0.6666666666666666,0.749871015548706,0.0,15,10,0,9.082147121429443
748,748,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048889.172794,124,0,1,-1,-1,0.15,0.5333333333333333,0.7487339973449707,0.0,15,8,0,7.182521104812622
749,749,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048900.2054741,129,0,1,-1,-1,0.15,1.0,0.7500262260437012,1.0,1,1,0,2.6509969234466553
750,750,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048906.388876,127,0,1,-1,-1,0.15,0.5,0.7497320175170898,1.0,2,1,0,2.900435209274292
751,751,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048913.454116,163,0,1,-1,-1,0.15,0.5333333333333333,0.7498371601104736,0.0,15,8,0,8.016263961791992
752,752,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048924.5878122,122,0,1,-1,-1,0.15,0.75,0.7497777938842773,1.0,4,3,0,3.4833059310913086
753,753,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671048931.686937,123,0,1,-1,-1,0.15,0.6,0.75003981590271,1.0,5,3,0,3.8501498699188232
754,754,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671048940.0875342,179,1,0,1,-1,0.0,0.6666666666666666,0.7496292591094971,0.0,15,10,0,8.283566236495972
755,755,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671048951.88682,161,0,1,-1,1,0.15,0.7857142857142857,0.7496569156646729,1.0,14,11,0,7.449290037155151
756,756,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671048962.752295,138,1,0,1,-1,0.0,0.7333333333333333,0.7500858306884766,0.0,15,11,0,7.600067853927612
757,757,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671048975.6004639,227,0,1,-1,-1,0.0,0.7333333333333333,0.7494101524353027,0.0,15,11,0,9.09942102432251
758,758,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671048989.1334589,262,1,0,1,-1,0.15,0.6666666666666666,0.7502577304840088,1.0,6,4,0,6.484806776046753
759,759,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671049002.999657,481,0,1,-1,1,0.0,0.8666666666666667,0.7490241527557373,0.0,15,13,0,13.166211128234863
760,760,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671049014.165504,119,0,1,-1,1,0.0,0.8666666666666667,0.7503750324249268,0.0,15,13,0,7.283276081085205
761,761,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671049025.130694,114,1,0,1,1,0.15,0.6666666666666666,0.749413251876831,1.0,12,8,0,6.016607999801636
762,762,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671049036.362984,205,1,0,1,1,0.15,1.0,0.7498962879180908,1.0,1,1,0,3.9009311199188232
763,763,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671049042.563327,126,0,1,1,1,0.15,0.6923076923076923,0.7496771812438965,1.0,13,9,0,6.532912969589233
764,764,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671049052.74577,121,1,0,1,1,0.15,1.0,0.7491931915283203,1.0,1,1,0,2.4668729305267334
765,765,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671049058.56093,108,1,0,1,1,0.15,0.7692307692307693,0.7490160465240479,1.0,13,10,0,6.2334089279174805
766,766,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671049068.677403,118,1,0,1,1,0.15,0.75,0.7494189739227295,1.0,4,3,0,3.4840221405029297
